생산일,코드,항로명,선박명,선박종류,예측일자,시간,운항시간,운항시간점수,선박톤수,선박톤수점수,최소파고,평균파고,최대파고,파고점수,최소풍속,평균풍속,최대풍속,풍속점수,특보,특보점수,총점수,예보지수
20210902,SK18,목포-홍도,남해엔젤,초쾌속선,20210904,AM,2.5,2,319,2,0.1,0.3,0.5,4,2.7,5.7,8.0,3,-,5,3.12,보통
20210902,SK18,목포-홍도,남해엔젤,초쾌속선,20210904,PM,2.5,2,319,2,0.1,0.2,0.4,5,2.4,4.4,6.2,3,-,5,3.57,좋음
20210902,SK4,목포-제주,퀸제누비아,카페리,20210904,AM,4.5,1,27391,5,0.1,0.6,1.4,3,3.6,7.7,10.6,2,-,5,1.5,나쁨
20210902,SK4,목포-제주,퀸제누비아,카페리,20210904,PM,4.5,1,27391,5,0.1,0.6,1.3,3,4.1,8.0,10.4,2,-,5,1.5,나쁨
20210902,SK4,목포-제주,퀸메리,카페리,20210904,AM,4.5,1,13665,5,0.1,0.6,1.4,3,3.6,7.7,10.6,2,-,5,1.5,나쁨
20210902,SK4,목포-제주,퀸메리,카페리,20210904,PM,4.5,1,13665,5,0.1,0.6,1.3,3,4.1,8.0,10.4,2,-,5,1.5,나쁨
20210902,SK5,완도-제주,송림블루오션,카페리,20210904,AM,5.0,1,2374,4,0.1,0.9,1.4,3,7.3,9.3,10.3,2,-,5,1.5,나쁨
20210902,SK5,완도-제주,송림블루오션,카페리,20210904,PM,5.0,1,2374,4,0.1,0.8,1.3,3,6.6,9.1,10.3,2,-,5,1.5,나쁨
20210902,SK5,완도-제주,한일블루나래,쾌속카페리,20210904,AM,1.7,3,1605,4,0.1,0.9,1.4,3,7.3,9.3,10.3,2,-,5,1.5,나쁨
20210902,SK5,완도-제주,한일블루나래,쾌속카페리,20210904,PM,1.7,3,1605,4,0.1,0.8,1.3,3,6.6,9.1,10.3,2,-,5,1.5,나쁨
20210902,SK5,완도-제주,실버클라우드,카페리,20210904,AM,2.7,2,20263,5,0.1,0.9,1.4,3,7.3,9.3,10.3,2,-,5,1.5,나쁨
20210902,SK5,완도-제주,실버클라우드,카페리,20210904,PM,2.7,2,20263,5,0.1,0.8,1.3,3,6.6,9.1,10.3,2,-,5,1.5,나쁨
20210902,SK16,완도-청산,퀸청산,고속선,20210904,AM,0.8,4,997,3,0.1,0.7,1.4,3,7.3,8.8,10.3,2,-,5,1.5,나쁨
20210902,SK16,완도-청산,퀸청산,고속선,20210904,PM,0.8,4,997,3,0.1,0.7,1.3,3,6.6,8.7,10.3,2,-,5,1.5,나쁨
20210902,SK16,완도-청산,청산아일랜드,고속선,20210904,AM,0.8,4,498,2,0.1,0.7,1.4,3,7.3,8.8,10.3,2,-,5,1.5,나쁨
20210902,SK16,완도-청산,청산아일랜드,고속선,20210904,PM,0.8,4,498,2,0.1,0.7,1.3,3,6.6,8.7,10.3,2,-,5,1.5,나쁨
20210902,SK6,녹동-제주,아리온제주,카페리,20210904,AM,3.8,1,6266,5,0.1,0.7,1.2,3,5.7,8.8,10.3,2,-,5,1.5,나쁨
20210902,SK6,녹동-제주,아리온제주,카페리,20210904,PM,3.8,1,6266,5,0.1,0.6,1.1,3,2.6,8.3,10.2,2,-,5,1.5,나쁨
20210902,SK22,여수-제주,한일골드스텔라,카페리,20210904,AM,5.0,1,15195,5,0.6,1.1,1.4,3,4.4,8.9,10.3,2,-,5,1.5,나쁨
20210902,SK22,여수-제주,한일골드스텔라,카페리,20210904,PM,5.0,1,15195,5,0.6,1.1,1.5,3,3.1,8.9,10.8,2,-,5,1.5,나쁨
20210902,SK17,통영-소매물,한솔1,고속선,20210904,AM,1.7,3,128,2,0.1,0.7,1.4,3,5.7,8.6,10.6,2,-,5,1.5,나쁨
20210902,SK17,통영-소매물,한솔1,고속선,20210904,PM,1.7,3,128,2,0.1,0.7,1.4,3,6.5,9.2,10.7,2,-,5,1.5,나쁨
20210902,SK17,통영-소매물,한솔2,고속선,20210904,AM,1.7,3,109,2,0.1,0.7,1.4,3,5.7,8.6,10.6,2,-,5,1.5,나쁨
20210902,SK17,통영-소매물,한솔2,고속선,20210904,PM,1.7,3,109,2,0.1,0.7,1.4,3,6.5,9.2,10.7,2,-,5,1.5,나쁨
20210902,SK10,부산-제주,뉴스타,일반카페리,20210904,AM,12.0,1,9997,5,1.0,1.7,1.9,3,9.4,10.2,10.9,2,-,5,1.5,나쁨
20210902,SK10,부산-제주,뉴스타,일반카페리,20210904,PM,12.0,1,9997,5,0.9,1.6,1.9,3,9.3,10.4,12.0,2,-,5,1.5,나쁨
20210902,SK11,부산-대마,오션플라워,초쾌속선,20210904,AM,1.2,4,445,2,1.7,1.8,1.9,3,9.1,9.7,10.8,2,-,5,1.5,나쁨
20210902,SK11,부산-대마,오션플라워,초쾌속선,20210904,PM,1.2,4,445,2,1.4,1.7,1.8,3,8.8,10.0,11.2,2,-,5,1.5,나쁨
20210902,SK11,부산-대마,니나,초쾌속선,20210904,AM,1.5,3,364,2,1.7,1.8,1.9,3,9.1,9.7,10.8,2,-,5,1.5,나쁨
20210902,SK11,부산-대마,니나,초쾌속선,20210904,PM,1.5,3,364,2,1.4,1.7,1.8,3,8.8,10.0,11.2,2,-,5,1.5,나쁨
20210902,SK11,부산-대마,비틀(대마),초쾌속선,20210904,AM,1.5,3,164,2,1.7,1.8,1.9,3,9.1,9.7,10.8,2,-,5,1.5,나쁨
20210902,SK11,부산-대마,비틀(대마),초쾌속선,20210904,PM,1.5,3,164,2,1.4,1.7,1.8,3,8.8,10.0,11.2,2,-,5,1.5,나쁨
20210902,SK12,부산-후쿠오카,뉴카멜리아,카페리,20210904,AM,9.0,1,19961,5,1.2,1.8,2.1,2,8.8,9.5,10.8,2,-,5,1.5,나쁨
20210902,SK12,부산-후쿠오카,뉴카멜리아,카페리,20210904,PM,9.0,1,19961,5,1.0,1.6,1.9,3,9.0,10.0,11.2,2,-,5,1.5,나쁨
20210902,SK12,부산-후쿠오카,코비(후쿠오카),초쾌속선,20210904,AM,3.5,1,162,2,1.2,1.8,2.1,2,8.8,9.5,10.8,2,-,5,1.5,나쁨
20210902,SK12,부산-후쿠오카,코비(후쿠오카),초쾌속선,20210904,PM,3.5,1,162,2,1.0,1.6,1.9,3,9.0,10.0,11.2,2,-,5,1.5,나쁨
20210902,SK12,부산-후쿠오카,비틀(후쿠오카),초쾌속선,20210904,AM,3.5,1,164,2,1.2,1.8,2.1,2,8.8,9.5,10.8,2,-,5,1.5,나쁨
20210902,SK12,부산-후쿠오카,비틀(후쿠오카),초쾌속선,20210904,PM,3.5,1,164,2,1.0,1.6,1.9,3,9.0,10.0,11.2,2,-,5,1.5,나쁨
20210902,SK13,부산-오사카,팬스타,카페리,20210904,AM,19.0,1,21688,5,1.2,1.7,2.0,2,8.7,9.5,10.8,2,-,5,1.5,나쁨
20210902,SK13,부산-오사카,팬스타,카페리,20210904,PM,19.0,1,21688,5,1.0,1.6,1.9,3,8.8,9.8,11.2,2,-,5,1.5,나쁨
20210902,SK7,포항-울릉,엘도라도,초쾌속선,20210904,AM,3.2,1,668,3,0.7,1.2,1.5,3,7.2,7.9,9.0,2,-,5,1.5,나쁨
20210902,SK7,포항-울릉,엘도라도,초쾌속선,20210904,PM,3.2,1,668,3,0.7,1.4,1.7,3,7.0,8.1,9.4,2,-,5,1.5,나쁨
20210902,SK7,포항-울릉,썬라이즈,초쾌속선,20210904,AM,3.2,1,388,2,0.7,1.2,1.5,3,7.2,7.9,9.0,2,-,5,1.5,나쁨
20210902,SK7,포항-울릉,썬라이즈,초쾌속선,20210904,PM,3.2,1,388,2,0.7,1.4,1.7,3,7.0,8.1,9.4,2,-,5,1.5,나쁨
20210902,SK23,후포-울릉,씨플라워,초쾌속선,20210904,AM,2.5,2,388,2,0.2,1.1,1.4,3,7.0,7.8,8.8,3,-,5,2.68,보통
20210902,SK23,후포-울릉,씨플라워,초쾌속선,20210904,PM,2.5,2,388,2,0.2,1.2,1.5,3,7.1,8.1,9.4,2,-,5,1.5,나쁨
20210902,SK8,강릉-울릉,씨스타11,초쾌속선,20210904,AM,3.0,1,420,2,0.2,0.9,1.3,3,4.1,6.3,8.1,3,-,5,2.48,나쁨
20210902,SK8,강릉-울릉,씨스타11,초쾌속선,20210904,PM,3.0,1,420,2,0.2,0.9,1.5,3,3.8,6.4,8.9,3,-,5,2.48,나쁨
20210902,SK8,강릉-울릉,씨스타5,초쾌속선,20210904,AM,3.0,1,388,2,0.2,0.9,1.3,3,4.1,6.3,8.1,3,-,5,2.48,나쁨
20210902,SK8,강릉-울릉,씨스타5,초쾌속선,20210904,PM,3.0,1,388,2,0.2,0.9,1.5,3,3.8,6.4,8.9,3,-,5,2.48,나쁨
20210902,SK9,묵호-울릉,씨스타1,초쾌속선,20210904,AM,2.7,2,388,2,0.9,1.1,1.3,3,5.0,6.5,8.2,3,-,5,2.68,보통
20210902,SK9,묵호-울릉,씨스타1,초쾌속선,20210904,PM,2.7,2,388,2,0.9,1.2,1.4,3,4.3,6.5,8.5,3,-,5,2.68,보통
20210902,SK9,묵호-울릉,씨스타3,쾌속카페리,20210904,AM,2.7,2,550,3,0.9,1.1,1.3,3,5.0,6.5,8.2,3,-,5,2.8,보통
20210902,SK9,묵호-울릉,씨스타3,쾌속카페리,20210904,PM,2.7,2,550,3,0.9,1.2,1.4,3,4.3,6.5,8.5,3,-,5,2.8,보통
