NAME,Date_time,WHT,SST
월포해수욕장,2021-09-04 03,1.06,24.17
월포해수욕장,2021-09-04 06,1.29,24.41
월포해수욕장,2021-09-04 09,1.12,24.23
월포해수욕장,2021-09-04 12,1.47,24.25
월포해수욕장,2021-09-04 15,1.38,24.69
월포해수욕장,2021-09-04 18,1.41,24.44
구조라해수욕장,2021-09-02 09,0.43,24.45
구조라해수욕장,2021-09-02 12,0.12,24.72
구조라해수욕장,2021-09-02 15,0.34,24.92
구조라해수욕장,2021-09-02 18,0.19,24.46
구조라해수욕장,2021-09-03 21,0.31,24.87
구조라해수욕장,2021-09-03 00,0.2,25.25
구조라해수욕장,2021-09-03 03,0.03,24.97
구조라해수욕장,2021-09-03 06,0.28,25.33
구조라해수욕장,2021-09-03 09,0.33,25.47
구조라해수욕장,2021-09-03 12,0.12,25.03
구조라해수욕장,2021-09-03 15,0.12,25.13
구조라해수욕장,2021-09-03 18,0.17,25.44
구조라해수욕장,2021-09-04 21,0.04,25.22
구조라해수욕장,2021-09-04 00,0.1,25.46
구조라해수욕장,2021-09-04 03,0.17,25.34
구조라해수욕장,2021-09-04 06,0.19,24.95
구조라해수욕장,2021-09-04 09,0.21,25.21
구조라해수욕장,2021-09-04 12,0.28,25.66
구조라해수욕장,2021-09-04 15,0.14,25.06
구조라해수욕장,2021-09-04 18,0.16,25.28
문섬,2021-09-02 09,0.47,25.48
문섬,2021-09-02 12,0.5,25.92
문섬,2021-09-02 15,0.43,25.48
문섬,2021-09-02 18,0.44,25.31
문섬,2021-09-03 21,0.53,25.86
문섬,2021-09-03 00,0.47,25.47
문섬,2021-09-03 03,0.39,25.43
문섬,2021-09-03 06,0.56,25.37
문섬,2021-09-03 09,0.41,25.79
문섬,2021-09-03 12,0.86,25.86
문섬,2021-09-03 15,0.66,26.07
문섬,2021-09-03 18,0.88,25.97
문섬,2021-09-04 21,0.95,25.9
문섬,2021-09-04 00,1.04,25.88
문섬,2021-09-04 03,0.69,25.77
문섬,2021-09-04 06,0.94,26.01
문섬,2021-09-04 09,0.97,25.7
문섬,2021-09-04 12,0.61,25.78
문섬,2021-09-04 15,0.73,25.98
문섬,2021-09-04 18,0.49,26.1
