NAME,Date_time,WHT,SST
구조라해수욕장,2021-07-12 18,0.32,23.3
문섬,2021-07-10 09,0.7,23.15
문섬,2021-07-10 12,0.9,23.44
문섬,2021-07-10 15,1.07,23.27
문섬,2021-07-10 18,1.1,23.32
문섬,2021-07-11 21,1.11,22.68
문섬,2021-07-11 00,1.32,23.19
문섬,2021-07-11 03,1.4,22.82
문섬,2021-07-11 06,1.48,22.06
문섬,2021-07-11 09,1.56,22.33
문섬,2021-07-11 12,1.28,23.39
문섬,2021-07-11 15,1.24,22.12
문섬,2021-07-11 18,1.16,22.76
문섬,2021-07-12 21,1.0,23.31
문섬,2021-07-12 00,1.09,23.28
문섬,2021-07-12 03,1.07,23.0
문섬,2021-07-12 06,0.89,22.56
문섬,2021-07-12 09,0.88,22.69
문섬,2021-07-12 12,0.87,23.03
문섬,2021-07-12 15,0.55,23.19
문섬,2021-07-12 18,0.75,22.54
