NAME,Date_time,WHT,SST
구조라해수욕장,2021-08-28 00,0.67,22.78
구조라해수욕장,2021-08-28 03,0.58,22.77
구조라해수욕장,2021-08-28 06,0.46,22.48
구조라해수욕장,2021-08-28 09,0.37,22.48
구조라해수욕장,2021-08-28 12,0.38,23.08
구조라해수욕장,2021-08-28 15,0.23,23.55
구조라해수욕장,2021-08-28 18,0.35,23.1
구조라해수욕장,2021-08-29 21,0.06,22.77
구조라해수욕장,2021-08-29 00,0.18,22.56
구조라해수욕장,2021-08-29 03,0.07,22.39
구조라해수욕장,2021-08-29 06,0.16,22.2
구조라해수욕장,2021-08-29 09,0.23,22.11
구조라해수욕장,2021-08-29 12,0.17,22.81
구조라해수욕장,2021-08-29 15,0.1,23.22
구조라해수욕장,2021-08-29 18,0.19,22.64
문섬,2021-08-27 09,0.76,23.47
문섬,2021-08-27 12,0.63,24.21
문섬,2021-08-27 15,1.02,23.93
문섬,2021-08-27 18,1.18,24.13
문섬,2021-08-28 21,1.13,23.74
문섬,2021-08-28 00,1.13,24.01
문섬,2021-08-28 03,1.15,24.08
문섬,2021-08-28 06,1.14,24.03
문섬,2021-08-28 09,0.67,23.99
문섬,2021-08-28 12,0.47,24.31
문섬,2021-08-28 15,0.64,24.4
문섬,2021-08-28 18,0.64,24.29
문섬,2021-08-29 21,0.32,24.24
문섬,2021-08-29 00,0.29,24.27
문섬,2021-08-29 03,0.31,24.17
문섬,2021-08-29 06,0.18,23.98
문섬,2021-08-29 09,0.47,24.18
문섬,2021-08-29 12,0.45,24.37
문섬,2021-08-29 15,0.56,24.2
문섬,2021-08-29 18,0.22,24.88
